"LHD Name","LGA Name","Year","Rate","Lower CI","Upper CI","Women Population","Women Screened"
Central Coast LHD,Central Coast LHD,2014-2015,49.1,48.7,49.6,51698,25400
Central Coast LHD,Central Coast LHD,2013-2014,48.6,48.1,49.0,50781,24660
Central Coast LHD,Central Coast LHD,2016-2017,52.7,52.3,53.2,53295,28104
Central Coast LHD,Central Coast LHD,2011-2012,44.5,44.0,44.9,48184,21418
Central Coast LHD,Central Coast LHD,2012-2013,45.4,44.9,45.8,49471,22438
Central Coast LHD,Central Coast LHD,2015-2016,49.6,49.1,50.0,52409,25976
Central Coast LHD,Gosford,2015-2016,49.7,49.1,50.3,27521,13678
Central Coast LHD,Gosford,2012-2013,44.7,44.1,45.3,26072,11649
Central Coast LHD,Gosford,2016-2017,52.9,52.3,53.4,27921,14760
Central Coast LHD,Gosford,2014-2015,49.3,48.7,49.9,27098,13355
Central Coast LHD,Gosford,2013-2014,48.8,48.2,49.4,26622,12994
Central Coast LHD,Gosford,2011-2012,44.1,43.5,44.7,25491,11251
Central Coast LHD,Wyong,2014-2015,49.0,48.3,49.6,24600,12045
Central Coast LHD,Wyong,2013-2014,48.3,47.7,48.9,24159,11666
Central Coast LHD,Wyong,2016-2017,52.6,52.0,53.2,25374,13344
Central Coast LHD,Wyong,2011-2012,44.8,44.2,45.4,22693,10167
Central Coast LHD,Wyong,2015-2016,49.4,48.8,50.0,24888,12298
Central Coast LHD,Wyong,2012-2013,46.1,45.5,46.7,23399,10789
Far West LHD,Balranald,2013-2014,39.4,34.2,44.7,327,129
Far West LHD,Balranald,2015-2016,37.4,32.2,42.6,334,125
Far West LHD,Balranald,2012-2013,39.6,34.3,44.9,326,129
Far West LHD,Balranald,2014-2015,,,,,
Far West LHD,Balranald,2016-2017,37.4,32.2,42.5,340,127
Far West LHD,Balranald,2011-2012,33.8,28.7,39.0,325,110
Far West LHD,Broken Hill,2013-2014,64.5,62.7,66.2,2994,1930
Far West LHD,Broken Hill,2015-2016,64.1,62.4,65.8,3046,1953
Far West LHD,Broken Hill,2016-2017,61.4,59.6,63.1,3042,1867
Far West LHD,Broken Hill,2014-2015,66.1,64.4,67.8,3014,1993
Far West LHD,Broken Hill,2011-2012,55.3,53.5,57.1,2994,1656
Far West LHD,Broken Hill,2012-2013,59.8,58.0,61.5,3004,1795
Far West LHD,Central Darling,2015-2016,47.5,41.6,53.4,278,132
Far West LHD,Central Darling,2014-2015,48.4,42.4,54.3,273,132
Far West LHD,Central Darling,2013-2014,49.1,43.1,55.0,269,132
Far West LHD,Central Darling,2012-2013,50.9,44.9,57.0,265,135
Far West LHD,Central Darling,2011-2012,48.3,42.2,54.3,261,126
Far West LHD,Central Darling,2016-2017,46.8,41.0,52.6,284,133
Far West LHD,Far West LHD,2014-2015,45.2,43.8,46.6,4847,2190
Far West LHD,Far West LHD,2015-2016,46.5,45.1,47.9,4880,2271
Far West LHD,Far West LHD,2013-2014,47.1,45.7,48.5,4813,2266
Far West LHD,Far West LHD,2016-2017,44.8,43.4,46.2,4898,2193
Far West LHD,Far West LHD,2011-2012,41.1,39.7,42.5,4762,1955
Far West LHD,Far West LHD,2012-2013,44.5,43.1,45.9,4788,2130
Far West LHD,Unincorporated NSW,2015-2016,31.1,24.3,37.9,177,55
Far West LHD,Unincorporated NSW,2013-2014,35.2,28.2,42.2,179,63
Far West LHD,Unincorporated NSW,2014-2015,32.2,25.4,39.0,180,58
Far West LHD,Unincorporated NSW,2016-2017,33.9,27.0,40.7,183,62
Far West LHD,Unincorporated NSW,2012-2013,35.8,28.7,43.0,173,62
Far West LHD,Unincorporated NSW,2011-2012,32.2,25.2,39.2,171,55
Far West LHD,Wentworth,2012-2013,0.9,0.3,1.5,1020,9
Far West LHD,Wentworth,2011-2012,0.8,0.2,1.3,1011,8
Far West LHD,Wentworth,2013-2014,1.1,0.5,1.8,1044,12
Far West LHD,Wentworth,2016-2017,0.4,0.0,0.8,1049,4
Far West LHD,Wentworth,2015-2016,0.6,0.1,1.0,1045,6
Far West LHD,Wentworth,2014-2015,0.7,0.2,1.2,1050,7
Hunter New England LHD,Armidale Dumaresq,2014-2015,64.5,63.0,66.1,3492,2254
Hunter New England LHD,Armidale Dumaresq,2016-2017,64.6,63.0,66.1,3640,2351
Hunter New England LHD,Armidale Dumaresq,2013-2014,62.3,60.7,64.0,3417,2130
Hunter New England LHD,Armidale Dumaresq,2015-2016,64.7,63.2,66.3,3570,2311
Hunter New England LHD,Armidale Dumaresq,2012-2013,57.4,55.7,59.1,3357,1927
Hunter New England LHD,Armidale Dumaresq,2011-2012,57.0,55.3,58.6,3304,1882
Hunter New England LHD,Cessnock,2015-2016,56.0,54.9,57.1,7866,4407
Hunter New England LHD,Cessnock,2016-2017,57.1,56.1,58.2,8016,4580
Hunter New England LHD,Cessnock,2011-2012,52.4,51.2,53.5,7211,3777
Hunter New England LHD,Cessnock,2012-2013,49.2,48.0,50.3,7369,3624
Hunter New England LHD,Cessnock,2013-2014,55.7,54.6,56.8,7532,4197
Hunter New England LHD,Cessnock,2014-2015,51.9,50.8,53.0,7702,3999
Hunter New England LHD,Dungog,2014-2015,62.8,60.3,65.2,1486,933
Hunter New England LHD,Dungog,2013-2014,61.0,58.5,63.5,1470,897
Hunter New England LHD,Dungog,2015-2016,65.1,62.7,67.5,1495,973
Hunter New England LHD,Dungog,2012-2013,61.5,58.9,64.0,1435,882
Hunter New England LHD,Dungog,2016-2017,65.3,62.8,67.7,1508,984
Hunter New England LHD,Dungog,2011-2012,58.7,56.1,61.2,1398,820
Hunter New England LHD,Glen Innes Severn,2012-2013,55.8,53.4,58.3,1558,870
Hunter New England LHD,Glen Innes Severn,2014-2015,61.6,59.2,64.0,1585,977
Hunter New England LHD,Glen Innes Severn,2013-2014,60.1,57.7,62.5,1588,954
Hunter New England LHD,Glen Innes Severn,2015-2016,62.4,60.0,64.8,1568,978
Hunter New England LHD,Glen Innes Severn,2016-2017,63.3,60.9,65.7,1561,988
Hunter New England LHD,Glen Innes Severn,2011-2012,56.5,54.0,59.0,1514,856
Hunter New England LHD,Gloucester,2011-2012,59.5,56.3,62.6,935,556
Hunter New England LHD,Gloucester,2016-2017,69.1,66.2,72.0,987,682
Hunter New England LHD,Gloucester,2013-2014,64.7,61.7,67.7,992,642
Hunter New England LHD,Gloucester,2012-2013,63.5,60.5,66.6,962,611
Hunter New England LHD,Gloucester,2015-2016,68.8,65.9,71.7,985,678
Hunter New England LHD,Gloucester,2014-2015,67.4,64.5,70.3,995,671
Hunter New England LHD,Great Lakes,2016-2017,64.9,63.8,66.0,7514,4876
Hunter New England LHD,Great Lakes,2011-2012,55.1,53.9,56.2,7072,3895
Hunter New England LHD,Great Lakes,2013-2014,59.8,58.7,60.9,7466,4463
Hunter New England LHD,Great Lakes,2012-2013,57.2,56.0,58.3,7270,4156
Hunter New England LHD,Great Lakes,2015-2016,62.8,61.7,63.9,7485,4702
Hunter New England LHD,Great Lakes,2014-2015,62.1,61.0,63.2,7512,4667
Hunter New England LHD,Greater Taree,2011-2012,55.0,53.9,56.0,8569,4712
Hunter New England LHD,Greater Taree,2014-2015,61.7,60.7,62.7,9028,5571
Hunter New England LHD,Greater Taree,2013-2014,61.0,60.0,62.0,8867,5411
Hunter New England LHD,Greater Taree,2015-2016,61.5,60.5,62.5,9184,5648
Hunter New England LHD,Greater Taree,2012-2013,57.4,56.4,58.5,8722,5009
Hunter New England LHD,Greater Taree,2016-2017,62.6,61.6,63.6,9284,5811
Hunter New England LHD,Gunnedah,2015-2016,63.9,61.7,66.1,1779,1137
Hunter New England LHD,Gunnedah,2013-2014,65.8,63.6,68.0,1745,1148
Hunter New England LHD,Gunnedah,2012-2013,61.7,59.5,64.0,1738,1073
Hunter New England LHD,Gunnedah,2014-2015,65.1,62.8,67.3,1760,1145
Hunter New England LHD,Gunnedah,2016-2017,61.5,59.3,63.8,1795,1104
Hunter New England LHD,Gunnedah,2011-2012,58.4,56.1,60.8,1737,1015
Hunter New England LHD,Guyra,2011-2012,54.4,50.7,58.0,723,393
Hunter New England LHD,Guyra,2015-2016,62.2,58.6,65.7,724,450
Hunter New England LHD,Guyra,2016-2017,64.2,60.7,67.8,713,458
Hunter New England LHD,Guyra,2014-2015,59.3,55.8,62.9,733,435
Hunter New England LHD,Guyra,2012-2013,55.0,51.4,58.6,736,405
Hunter New England LHD,Guyra,2013-2014,58.1,54.5,61.6,739,429
Hunter New England LHD,Gwydir,2014-2015,70.2,67.1,73.3,849,596
Hunter New England LHD,Gwydir,2016-2017,69.7,66.6,72.8,838,584
Hunter New England LHD,Gwydir,2011-2012,61.8,58.5,65.2,820,507
Hunter New England LHD,Gwydir,2013-2014,65.9,62.7,69.1,847,558
Hunter New England LHD,Gwydir,2015-2016,70.5,67.4,73.6,844,595
Hunter New England LHD,Gwydir,2012-2013,64.9,61.6,68.1,834,541
Hunter New England LHD,Hunter New England LHD,2012-2013,56.7,56.5,57.0,130138,73852
Hunter New England LHD,Hunter New England LHD,2016-2017,61.8,61.6,62.1,138955,85937
Hunter New England LHD,Hunter New England LHD,2015-2016,61.3,61.1,61.6,137062,84033
Hunter New England LHD,Hunter New England LHD,2014-2015,59.9,59.7,60.2,134816,80798
Hunter New England LHD,Hunter New England LHD,2013-2014,58.6,58.3,58.8,132480,77592
Hunter New England LHD,Hunter New England LHD,2011-2012,54.4,54.1,54.6,127565,69334
Hunter New England LHD,Inverell,2012-2013,62.5,60.6,64.3,2528,1579
Hunter New England LHD,Inverell,2015-2016,60.7,58.8,62.6,2614,1587
Hunter New England LHD,Inverell,2014-2015,61.0,59.1,62.8,2595,1582
Hunter New England LHD,Inverell,2016-2017,60.4,58.5,62.2,2646,1597
Hunter New England LHD,Inverell,2011-2012,59.6,57.7,61.6,2479,1478
Hunter New England LHD,Inverell,2013-2014,61.5,59.6,63.4,2569,1580
Hunter New England LHD,Lake Macquarie,2016-2017,62.0,61.4,62.5,31981,19813
Hunter New England LHD,Lake Macquarie,2015-2016,61.0,60.5,61.5,31682,19325
Hunter New England LHD,Lake Macquarie,2012-2013,56.8,56.2,57.3,30354,17234
Hunter New England LHD,Lake Macquarie,2011-2012,53.9,53.3,54.5,29902,16115
Hunter New England LHD,Lake Macquarie,2014-2015,59.4,58.9,60.0,31182,18534
Hunter New England LHD,Lake Macquarie,2013-2014,57.1,56.5,57.6,30710,17529
Hunter New England LHD,Liverpool Plains,2012-2013,56.7,54.0,59.4,1283,727
Hunter New England LHD,Liverpool Plains,2016-2017,59.7,57.1,62.3,1320,788
Hunter New England LHD,Liverpool Plains,2013-2014,59.7,57.0,62.4,1305,779
Hunter New England LHD,Liverpool Plains,2011-2012,53.5,50.8,56.3,1261,675
Hunter New England LHD,Liverpool Plains,2014-2015,58.3,55.6,60.9,1311,764
Hunter New England LHD,Liverpool Plains,2015-2016,59.4,56.7,62.0,1309,777
Hunter New England LHD,Maitland,2012-2013,57.8,56.8,58.8,9292,5373
Hunter New England LHD,Maitland,2015-2016,61.3,60.4,62.2,10150,6222
Hunter New England LHD,Maitland,2013-2014,58.9,57.9,59.9,9556,5630
Hunter New England LHD,Maitland,2014-2015,59.6,58.7,60.6,9846,5872
Hunter New England LHD,Maitland,2011-2012,55.1,54.1,56.2,8973,4948
Hunter New England LHD,Maitland,2016-2017,63.1,62.2,64.1,10434,6589
Hunter New England LHD,Moree Plains,2011-2012,40.3,38.0,42.7,1689,681
Hunter New England LHD,Moree Plains,2012-2013,42.1,39.7,44.4,1736,730
Hunter New England LHD,Moree Plains,2016-2017,48.7,46.3,51.0,1759,856
Hunter New England LHD,Moree Plains,2014-2015,47.4,45.0,49.7,1757,832
Hunter New England LHD,Moree Plains,2015-2016,48.8,46.4,51.1,1760,858
Hunter New England LHD,Moree Plains,2013-2014,44.0,41.7,46.3,1750,770
Hunter New England LHD,Muswellbrook,2013-2014,55.2,53.0,57.5,1897,1048
Hunter New England LHD,Muswellbrook,2011-2012,52.2,49.9,54.5,1805,942
Hunter New England LHD,Muswellbrook,2015-2016,60.2,58.0,62.4,1947,1172
Hunter New England LHD,Muswellbrook,2012-2013,56.8,54.6,59.1,1853,1053
Hunter New England LHD,Muswellbrook,2016-2017,61.5,59.3,63.6,1973,1213
Hunter New England LHD,Muswellbrook,2014-2015,58.2,56.0,60.4,1925,1121
Hunter New England LHD,Narrabri,2014-2015,68.4,66.3,70.5,1857,1270
Hunter New England LHD,Narrabri,2013-2014,69.1,67.0,71.2,1826,1262
Hunter New England LHD,Narrabri,2015-2016,68.6,66.5,70.7,1899,1303
Hunter New England LHD,Narrabri,2012-2013,65.8,63.7,68.0,1826,1202
Hunter New England LHD,Narrabri,2011-2012,61.0,58.8,63.2,1834,1119
Hunter New England LHD,Narrabri,2016-2017,67.7,65.6,69.8,1910,1293
Hunter New England LHD,Newcastle,2011-2012,50.5,49.8,51.2,19790,9989
Hunter New England LHD,Newcastle,2014-2015,56.9,56.2,57.6,20784,11828
Hunter New England LHD,Newcastle,2015-2016,58.6,58.0,59.3,21265,12465
Hunter New England LHD,Newcastle,2013-2014,53.5,52.9,54.2,20378,10912
Hunter New England LHD,Newcastle,2012-2013,53.4,52.7,54.1,20133,10748
Hunter New England LHD,Newcastle,2016-2017,59.1,58.4,59.7,21611,12763
Hunter New England LHD,Port Stephens,2015-2016,62.5,61.6,63.4,12037,7523
Hunter New England LHD,Port Stephens,2013-2014,58.9,58.0,59.8,11437,6734
Hunter New England LHD,Port Stephens,2016-2017,61.6,60.8,62.5,12327,7598
Hunter New England LHD,Port Stephens,2014-2015,60.2,59.3,61.1,11758,7075
Hunter New England LHD,Port Stephens,2011-2012,55.2,54.3,56.2,10714,5917
Hunter New England LHD,Port Stephens,2012-2013,57.6,56.7,58.6,11063,6376
Hunter New England LHD,Singleton,2015-2016,57.4,55.6,59.2,2873,1650
Hunter New England LHD,Singleton,2012-2013,54.9,53.0,56.8,2629,1444
Hunter New England LHD,Singleton,2013-2014,56.3,54.4,58.2,2676,1506
Hunter New England LHD,Singleton,2016-2017,56.3,54.5,58.1,2965,1670
Hunter New England LHD,Singleton,2011-2012,51.4,49.5,53.3,2621,1348
Hunter New England LHD,Singleton,2014-2015,56.4,54.5,58.2,2768,1560
Hunter New England LHD,Tamworth Regional,2011-2012,58.8,57.8,59.8,8553,5029
Hunter New England LHD,Tamworth Regional,2015-2016,66.6,65.6,67.6,9121,6073
Hunter New England LHD,Tamworth Regional,2014-2015,66.9,65.9,67.9,8971,6000
Hunter New England LHD,Tamworth Regional,2016-2017,66.5,65.5,67.5,9253,6153
Hunter New England LHD,Tamworth Regional,2012-2013,62.9,61.9,63.9,8679,5459
Hunter New England LHD,Tamworth Regional,2013-2014,68.2,67.2,69.2,8820,6017
Hunter New England LHD,Tenterfield,2013-2014,51.7,48.9,54.4,1283,663
Hunter New England LHD,Tenterfield,2015-2016,56.3,53.5,59.0,1246,701
Hunter New England LHD,Tenterfield,2011-2012,51.2,48.3,54.0,1206,617
Hunter New England LHD,Tenterfield,2014-2015,53.1,50.4,55.9,1276,678
Hunter New England LHD,Tenterfield,2016-2017,58.8,56.1,61.6,1234,726
Hunter New England LHD,Tenterfield,2012-2013,48.8,46.1,51.6,1241,606
Hunter New England LHD,Upper Hunter Shire,2015-2016,64.3,62.2,66.4,2087,1342
Hunter New England LHD,Upper Hunter Shire,2016-2017,61.7,59.7,63.8,2122,1310
Hunter New England LHD,Upper Hunter Shire,2012-2013,62.3,60.2,64.4,2002,1247
Hunter New England LHD,Upper Hunter Shire,2014-2015,63.7,61.7,65.8,2066,1317
Hunter New England LHD,Upper Hunter Shire,2013-2014,62.1,60.0,64.2,2039,1267
Hunter New England LHD,Upper Hunter Shire,2011-2012,57.9,55.7,60.1,1968,1139
Hunter New England LHD,Uralla,2012-2013,63.1,60.1,66.1,1013,639
Hunter New England LHD,Uralla,2013-2014,65.6,62.8,68.5,1045,686
Hunter New England LHD,Uralla,2014-2015,68.8,66.0,71.6,1054,725
Hunter New England LHD,Uralla,2016-2017,73.0,70.3,75.6,1058,772
Hunter New England LHD,Uralla,2015-2016,73.2,70.6,75.9,1054,772
Hunter New England LHD,Uralla,2011-2012,61.3,58.2,64.4,969,594
Hunter New England LHD,Walcha,2013-2014,72.2,68.4,76.1,526,380
Hunter New England LHD,Walcha,2012-2013,64.2,60.1,68.3,525,337
Hunter New England LHD,Walcha,2014-2015,74.8,71.1,78.5,524,392
Hunter New England LHD,Walcha,2015-2016,74.1,70.4,77.9,518,384
Hunter New England LHD,Walcha,2011-2012,63.7,59.6,67.8,518,330
Hunter New England LHD,Walcha,2016-2017,74.7,70.9,78.5,506,378
Illawarra Shoalhaven LHD,Illawarra Shoalhaven LHD,2015-2016,56.4,56.0,56.8,61008,34430
Illawarra Shoalhaven LHD,Illawarra Shoalhaven LHD,2011-2012,49.8,49.3,50.2,56572,28146
Illawarra Shoalhaven LHD,Illawarra Shoalhaven LHD,2014-2015,52.4,52.0,52.8,59955,31409
Illawarra Shoalhaven LHD,Illawarra Shoalhaven LHD,2016-2017,56.4,56.0,56.7,61947,34910
Illawarra Shoalhaven LHD,Illawarra Shoalhaven LHD,2012-2013,51.8,51.4,52.2,57747,29899
Illawarra Shoalhaven LHD,Illawarra Shoalhaven LHD,2013-2014,50.7,50.3,51.1,58856,29848
Illawarra Shoalhaven LHD,Kiama,2012-2013,56.2,54.6,57.8,3760,2112
Illawarra Shoalhaven LHD,Kiama,2011-2012,54.2,52.6,55.8,3628,1966
Illawarra Shoalhaven LHD,Kiama,2016-2017,60.1,58.6,61.6,4075,2449
Illawarra Shoalhaven LHD,Kiama,2015-2016,60.9,59.4,62.4,4003,2439
Illawarra Shoalhaven LHD,Kiama,2013-2014,55.2,53.7,56.8,3897,2153
Illawarra Shoalhaven LHD,Kiama,2014-2015,57.1,55.5,58.6,3968,2265
Illawarra Shoalhaven LHD,Shellharbour,2013-2014,51.7,50.7,52.7,9554,4941
Illawarra Shoalhaven LHD,Shellharbour,2012-2013,52.6,51.6,53.6,9239,4860
Illawarra Shoalhaven LHD,Shellharbour,2011-2012,51.4,50.4,52.5,8956,4607
Illawarra Shoalhaven LHD,Shellharbour,2016-2017,57.5,56.5,58.4,10378,5965
Illawarra Shoalhaven LHD,Shellharbour,2015-2016,58.4,57.5,59.4,10096,5900
Illawarra Shoalhaven LHD,Shellharbour,2014-2015,54.0,53.0,55.0,9837,5309
Illawarra Shoalhaven LHD,Shoalhaven,2012-2013,56.6,55.8,57.3,17112,9683
Illawarra Shoalhaven LHD,Shoalhaven,2014-2015,56.7,56.0,57.4,17739,10058
Illawarra Shoalhaven LHD,Shoalhaven,2013-2014,55.8,55.1,56.5,17420,9719
Illawarra Shoalhaven LHD,Shoalhaven,2015-2016,60.4,59.6,61.1,18049,10894
Illawarra Shoalhaven LHD,Shoalhaven,2016-2017,60.3,59.6,61.0,18338,11056
Illawarra Shoalhaven LHD,Shoalhaven,2011-2012,52.6,51.8,53.3,16820,8845
Illawarra Shoalhaven LHD,Wollongong,2012-2013,47.9,47.3,48.5,27636,13244
Illawarra Shoalhaven LHD,Wollongong,2015-2016,52.7,52.1,53.2,28860,15197
Illawarra Shoalhaven LHD,Wollongong,2014-2015,48.5,47.9,49.1,28411,13777
Illawarra Shoalhaven LHD,Wollongong,2011-2012,46.8,46.3,47.4,27168,12728
Illawarra Shoalhaven LHD,Wollongong,2016-2017,53.0,52.4,53.5,29156,15440
Illawarra Shoalhaven LHD,Wollongong,2013-2014,46.6,46.0,47.2,27985,13035
Mid North Coast LHD,Bellingen,2012-2013,46.0,44.0,48.0,2410,1109
Mid North Coast LHD,Bellingen,2013-2014,50.6,48.6,52.6,2464,1247
Mid North Coast LHD,Bellingen,2015-2016,52.3,50.3,54.2,2534,1325
Mid North Coast LHD,Bellingen,2011-2012,49.6,47.6,51.6,2345,1163
Mid North Coast LHD,Bellingen,2014-2015,53.6,51.6,55.5,2504,1342
Mid North Coast LHD,Bellingen,2016-2017,52.3,50.3,54.2,2566,1341
Mid North Coast LHD,Coffs Harbour,2011-2012,54.7,53.7,55.6,11222,6134
Mid North Coast LHD,Coffs Harbour,2012-2013,52.3,51.3,53.2,11375,5944
Mid North Coast LHD,Coffs Harbour,2015-2016,56.9,56.0,57.8,12319,7011
Mid North Coast LHD,Coffs Harbour,2014-2015,58.9,58.0,59.8,11917,7017
Mid North Coast LHD,Coffs Harbour,2013-2014,57.3,56.4,58.2,11571,6629
Mid North Coast LHD,Coffs Harbour,2016-2017,56.6,55.7,57.4,12661,7164
Mid North Coast LHD,Kempsey,2013-2014,53.5,52.1,54.9,5032,2692
Mid North Coast LHD,Kempsey,2015-2016,57.7,56.3,59.0,5210,3004
Mid North Coast LHD,Kempsey,2011-2012,55.0,53.6,56.4,4879,2683
Mid North Coast LHD,Kempsey,2016-2017,59.8,58.4,61.1,5246,3135
Mid North Coast LHD,Kempsey,2012-2013,55.2,53.8,56.6,4971,2744
Mid North Coast LHD,Kempsey,2014-2015,57.2,55.8,58.5,5118,2926
Mid North Coast LHD,Mid North Coast LHD,2013-2014,55.8,55.3,56.3,36754,20506
Mid North Coast LHD,Mid North Coast LHD,2011-2012,54.0,53.5,54.5,35355,19093
Mid North Coast LHD,Mid North Coast LHD,2012-2013,52.7,52.2,53.2,36048,19006
Mid North Coast LHD,Mid North Coast LHD,2014-2015,58.7,58.2,59.2,37558,22061
Mid North Coast LHD,Mid North Coast LHD,2016-2017,58.2,57.7,58.7,39066,22725
Mid North Coast LHD,Mid North Coast LHD,2015-2016,57.9,57.4,58.4,38365,22211
Mid North Coast LHD,Nambucca,2014-2015,54.9,53.3,56.5,3870,2125
Mid North Coast LHD,Nambucca,2015-2016,53.0,51.4,54.6,3913,2074
Mid North Coast LHD,Nambucca,2011-2012,51.0,49.4,52.6,3644,1859
Mid North Coast LHD,Nambucca,2013-2014,51.1,49.5,52.7,3810,1948
Mid North Coast LHD,Nambucca,2012-2013,48.6,47.0,50.2,3721,1808
Mid North Coast LHD,Nambucca,2016-2017,53.7,52.1,55.2,3967,2129
Mid North Coast LHD,Port Macquarie-Hastings,2012-2013,54.5,53.7,55.4,13571,7401
Mid North Coast LHD,Port Macquarie-Hastings,2011-2012,54.7,53.8,55.5,13265,7254
Mid North Coast LHD,Port Macquarie-Hastings,2016-2017,61.2,60.4,62.0,14626,8956
Mid North Coast LHD,Port Macquarie-Hastings,2013-2014,57.6,56.8,58.4,13877,7990
Mid North Coast LHD,Port Macquarie-Hastings,2014-2015,61.1,60.3,61.9,14149,8651
Mid North Coast LHD,Port Macquarie-Hastings,2015-2016,61.1,60.3,61.9,14389,8797
Murrumbidgee LHD,Albury,2012-2013,47.4,46.3,48.6,6927,3286
Murrumbidgee LHD,Albury,2011-2012,42.7,41.5,43.9,6763,2888
Murrumbidgee LHD,Albury,2015-2016,53.2,52.1,54.3,7304,3886
Murrumbidgee LHD,Albury,2013-2014,49.5,48.4,50.7,7056,3495
Murrumbidgee LHD,Albury,2016-2017,54.6,53.4,55.7,7413,4046
Murrumbidgee LHD,Albury,2014-2015,52.1,51.0,53.3,7179,3742
Murrumbidgee LHD,Berrigan,2011-2012,37.1,34.7,39.6,1514,562
Murrumbidgee LHD,Berrigan,2015-2016,39.2,36.8,41.6,1588,623
Murrumbidgee LHD,Berrigan,2016-2017,34.9,32.6,37.2,1608,561
Murrumbidgee LHD,Berrigan,2012-2013,36.2,33.8,38.6,1542,558
Murrumbidgee LHD,Berrigan,2014-2015,42.7,40.3,45.2,1587,678
Murrumbidgee LHD,Berrigan,2013-2014,35.0,32.6,37.3,1575,551
Murrumbidgee LHD,Bland,2013-2014,59.9,56.6,63.2,860,515
Murrumbidgee LHD,Bland,2011-2012,54.7,51.4,58.1,857,469
Murrumbidgee LHD,Bland,2012-2013,57.4,54.1,60.7,866,497
Murrumbidgee LHD,Bland,2015-2016,59.1,55.8,62.5,837,495
Murrumbidgee LHD,Bland,2016-2017,63.0,59.7,66.3,830,523
Murrumbidgee LHD,Bland,2014-2015,61.7,58.5,65.0,849,524
Murrumbidgee LHD,Boorowa,2012-2013,57.3,52.6,62.1,417,239
Murrumbidgee LHD,Boorowa,2014-2015,57.4,52.7,62.1,420,241
Murrumbidgee LHD,Boorowa,2016-2017,71.0,66.6,75.3,420,298
Murrumbidgee LHD,Boorowa,2011-2012,47.2,42.4,52.0,415,196
Murrumbidgee LHD,Boorowa,2013-2014,51.7,46.9,56.5,418,216
Murrumbidgee LHD,Boorowa,2015-2016,60.1,55.4,64.8,421,253
Murrumbidgee LHD,Carrathool,2016-2017,55.2,50.2,60.2,375,207
Murrumbidgee LHD,Carrathool,2012-2013,52.1,46.9,57.4,351,183
Murrumbidgee LHD,Carrathool,2015-2016,47.8,42.8,52.9,372,178
Murrumbidgee LHD,Carrathool,2011-2012,50.0,44.7,55.3,348,174
Murrumbidgee LHD,Carrathool,2014-2015,50.1,45.0,55.3,363,182
Murrumbidgee LHD,Carrathool,2013-2014,53.8,48.6,59.0,355,191
Murrumbidgee LHD,Conargo,2016-2017,29.3,23.7,34.9,256,75
Murrumbidgee LHD,Conargo,2013-2014,32.8,26.9,38.6,247,81
Murrumbidgee LHD,Conargo,2012-2013,34.3,28.3,40.4,236,81
Murrumbidgee LHD,Conargo,2011-2012,25.2,19.5,30.9,222,56
Murrumbidgee LHD,Conargo,2015-2016,32.5,26.8,38.3,252,82
Murrumbidgee LHD,Conargo,2014-2015,33.3,27.5,39.2,252,84
Murrumbidgee LHD,Coolamon,2016-2017,60.1,56.4,63.7,694,417
Murrumbidgee LHD,Coolamon,2012-2013,44.5,40.8,48.2,690,307
Murrumbidgee LHD,Coolamon,2013-2014,53.4,49.7,57.1,693,370
Murrumbidgee LHD,Coolamon,2011-2012,44.1,40.3,47.8,683,301
Murrumbidgee LHD,Coolamon,2015-2016,56.0,52.3,59.6,697,390
Murrumbidgee LHD,Coolamon,2014-2015,55.4,51.7,59.1,695,385
Murrumbidgee LHD,Cootamundra,2012-2013,54.2,51.6,56.9,1320,716
Murrumbidgee LHD,Cootamundra,2015-2016,62.8,60.1,65.4,1268,796
Murrumbidgee LHD,Cootamundra,2014-2015,57.9,55.2,60.6,1291,748
Murrumbidgee LHD,Cootamundra,2016-2017,65.7,63.0,68.3,1223,803
Murrumbidgee LHD,Cootamundra,2011-2012,55.8,53.1,58.5,1310,731
Murrumbidgee LHD,Cootamundra,2013-2014,53.4,50.7,56.1,1311,700
Murrumbidgee LHD,Corowa Shire,2013-2014,40.7,38.6,42.9,2016,821
Murrumbidgee LHD,Corowa Shire,2012-2013,42.6,40.4,44.8,1963,836
Murrumbidgee LHD,Corowa Shire,2011-2012,42.8,40.6,45.0,1927,825
Murrumbidgee LHD,Corowa Shire,2015-2016,46.6,44.5,48.8,2020,942
Murrumbidgee LHD,Corowa Shire,2016-2017,47.6,45.4,49.7,2048,974
Murrumbidgee LHD,Corowa Shire,2014-2015,43.0,40.9,45.2,2028,873
Murrumbidgee LHD,Deniliquin,2015-2016,56.9,54.0,59.7,1148,653
Murrumbidgee LHD,Deniliquin,2012-2013,54.1,51.2,57.0,1144,619
Murrumbidgee LHD,Deniliquin,2011-2012,48.4,45.5,51.3,1145,554
Murrumbidgee LHD,Deniliquin,2016-2017,58.4,55.5,61.2,1144,668
Murrumbidgee LHD,Deniliquin,2013-2014,55.3,52.4,58.1,1140,630
Murrumbidgee LHD,Deniliquin,2014-2015,58.1,55.2,61.0,1143,664
Murrumbidgee LHD,Greater Hume Shire,2016-2017,56.4,54.0,58.8,1676,945
Murrumbidgee LHD,Greater Hume Shire,2012-2013,47.7,45.3,50.2,1626,776
Murrumbidgee LHD,Greater Hume Shire,2011-2012,46.1,43.6,48.6,1566,722
